id,business_name,sector,lga,annual_revenue,employee_count,registered
1239,Jackson and Sons,Real Estate,Ikorodu,205664953,155,True
1240,Duncan Ltd,Manufacturing,Amuwo-Odofin,265800994,412,True
1241,Douglas-Baldwin,Finance,Mushin,308630429,343,False
1242,Lopez-Ramos,Real Estate,Badagry,490823061,188,False
1243,Morrow Group,Manufacturing,Kosofe,384131882,440,True
1244,Gilbert PLC,Tech,Victoria Island,270532915,362,True
1245,"Hawkins, Griffin and Robinson",Manufacturing,Ajah,346326736,354,True
1246,"Mitchell, Barrera and Cox",Manufacturing,Shomolu,112818599,458,False
1247,Olson Ltd,Tech,Mushin,455819842,450,False
1248,"Wilson, Perez and Wilkinson",Finance,Apapa,166243170,306,False
1249,Smith Ltd,Finance,Victoria Island,146759032,30,True
1250,Dodson-Dixon,Finance,Somolu,348129770,376,True
1251,Martinez and Sons,Retail,Shomolu,476102968,446,False
1252,Bradley-Herring,Retail,Kosofe,82030649,366,True
1253,Brown PLC,Tech,Shomolu,320687088,469,True
1254,Gibson-Anderson,Tech,Victoria Island,72725854,338,False
1255,"Farley, Little and Logan",Retail,Eti-Osa,371703030,144,True
1256,Harvey Inc,Finance,Badagry,276357620,313,True
1257,"Lutz, Thompson and Ward",Finance,Ikeja,232650178,6,False
1258,Middleton-Thomas,Retail,Alimosho,474185745,389,False
1259,Hamilton-Richards,Retail,Somolu,17776275,323,True
1260,Mitchell-Stephenson,Real Estate,Agege,357382669,293,False
1261,"Jacobs, Guzman and Watson",Finance,Badagry,407980048,65,False
1262,Allison-Townsend,Tech,Ikorodu,164491002,237,True
1263,Gordon-Vazquez,Tech,Somolu,260917151,300,True
1264,Rodriguez Ltd,Real Estate,Ifako-Ijaiye,316798835,236,False
1265,Alexander Group,Finance,Oshodi-Isolo,306187173,455,True
1266,"Carter, Chambers and Cardenas",Real Estate,Lekki,57478342,315,False
1267,Johnston PLC,Tech,Surulere,84590902,12,True
1268,Villa-Conrad,Retail,Kosofe,316407195,213,True
1269,Rogers-Castillo,Finance,Oshodi-Isolo,41330387,67,True
1270,Snyder-Smith,Finance,Amuwo-Odofin,273558567,334,True
1271,Farmer-Thompson,Finance,Oshodi-Isolo,131079423,61,True
1272,Roberts-Martin,Tech,Epe,230772789,433,False
1273,Hunter-Mcdonald,Finance,Apapa,193503693,396,True
1274,"Alvarez, Webb and Gutierrez",Retail,Victoria Island,494378696,288,True
1275,Harris-Mason,Retail,Agege,265958180,337,True
1276,"Kelly, French and Hanna",Tech,Apapa,135580232,498,True
1277,Byrd Ltd,Finance,Badagry,191539040,469,True
1278,"James, Schmidt and Murphy",Retail,Kosofe,388447984,274,True
1279,"Santiago, Williams and Dickson",Tech,Ifako-Ijaiye,400276634,66,False
1280,Aguirre PLC,Tech,Alimosho,152779345,269,True
1281,"Ramirez, Kirk and Hensley",Tech,Yaba,83762587,151,True
1282,Mendoza-Barnes,Tech,Mushin,325413377,193,False
1283,Taylor-Sullivan,Tech,Amuwo-Odofin,194774364,369,True
1284,Duncan-Hughes,Manufacturing,Amuwo-Odofin,460519677,173,True
1285,Petersen and Sons,Finance,Apapa,400893963,233,True
1286,"Mahoney, Kennedy and Rosales",Manufacturing,Epe,196650284,280,True
1287,Pena-Lewis,Retail,Somolu,261443655,234,False
1288,"Rivera, Ryan and Jacobson",Tech,Amuwo-Odofin,30662488,447,False
1289,Smith-Johnson,Real Estate,Somolu,404963529,358,True
1290,"Simmons, Rich and Hogan",Manufacturing,Eti-Osa,130901431,288,True
1291,"Simpson, Jones and Ayers",Retail,Oshodi-Isolo,332712451,262,False
1292,"Dean, Miller and Salas",Real Estate,Victoria Island,225206994,407,True
1293,Ayers-Bennett,Real Estate,Ikeja,353813439,149,False
1294,"Martin, Sullivan and Shepard",Manufacturing,Ifako-Ijaiye,153658179,104,True
1295,Harris-Lucas,Tech,Eti-Osa,468080440,180,True
1296,"Adams, Lawrence and Lloyd",Retail,Yaba,329674536,251,True
1297,Vaughn Inc,Manufacturing,Ajah,396385963,179,True
1298,Garner LLC,Real Estate,Victoria Island,290939982,309,True
1299,"Parker, Hatfield and Hamilton",Retail,Lekki,83341250,468,True
1300,Lee-Smith,Finance,Epe,224687691,115,False
1301,Valenzuela Inc,Manufacturing,Ikeja,414020916,336,False
1302,"Stephens, Alvarez and Cardenas",Tech,Victoria Island,469386815,8,False
1303,"Simmons, Harvey and Romero",Retail,Eti-Osa,424263875,371,False
1304,Ramirez-Miller,Real Estate,Badagry,57680016,161,False
1305,"Spencer, Wilson and Taylor",Retail,Ajah,187531950,470,False
1306,Romero Ltd,Real Estate,Mushin,112282655,186,False
1307,"Robinson, Becker and Hickman",Finance,Ajah,304820845,8,False
1308,"Carter, Aguirre and Brown",Retail,Ifako-Ijaiye,106189754,280,True
1309,"Jones, Clark and Spencer",Finance,Surulere,206188065,324,True
1310,Martinez Ltd,Finance,Shomolu,220060958,83,True
1311,Dickson Inc,Tech,Somolu,153502289,439,False
1312,Taylor Group,Finance,Eti-Osa,99230479,283,False
1313,"Daniels, Edwards and Cisneros",Tech,Agege,389895735,191,True
1314,"Peterson, Harmon and Alexander",Finance,Epe,414924515,106,False
1315,Cain-Harmon,Manufacturing,Apapa,118989239,424,False
1316,Brown LLC,Finance,Ajah,253296728,287,True
1317,Cole-Nunez,Real Estate,Ajah,487067911,93,True
1318,Sanders PLC,Tech,Alimosho,17045976,31,True
1319,Alvarez-Padilla,Real Estate,Epe,169416190,354,True
1320,Byrd Ltd,Finance,Eti-Osa,271305476,318,False
1321,Hunter-Rodriguez,Real Estate,Epe,116672056,216,True
1322,"Clark, Baldwin and Rivera",Tech,Ikorodu,93924754,303,True
1323,Mullen Group,Finance,Eti-Osa,80200551,387,False
1324,"Park, Clark and Yates",Manufacturing,Shomolu,191810125,200,False
1325,Bush LLC,Real Estate,Surulere,12353165,36,True
1326,Wilson PLC,Manufacturing,Somolu,96487348,354,False
1327,"Wilson, Garrett and Hawkins",Tech,Oshodi-Isolo,14800718,39,True
1328,Castro-Mason,Finance,Victoria Island,5048347,261,False
1329,French-Calhoun,Tech,Eti-Osa,217483093,10,True
1330,Russell-Hall,Retail,Shomolu,182905956,192,False
1331,Smith Group,Manufacturing,Yaba,79888193,354,True
1332,Taylor-Raymond,Finance,Eti-Osa,218823405,455,False
1333,Cameron and Sons,Tech,Ikeja,205589126,173,True
1334,Martin-Miller,Manufacturing,Ifako-Ijaiye,101411571,44,False
1335,Bonilla and Sons,Finance,Somolu,26695518,394,False
1336,Aguirre Ltd,Finance,Surulere,498547292,238,True
1337,James Ltd,Tech,Alimosho,301027870,183,True
1338,"Jackson, Callahan and Thomas",Retail,Somolu,199160545,240,False
1339,Hanson-Parker,Finance,Mushin,450679536,395,False
1340,Carey-Clark,Real Estate,Alimosho,23710799,85,False
1341,Kennedy-Weeks,Real Estate,Apapa,184443118,397,True
1342,Lowe-Sanchez,Finance,Eti-Osa,222895562,36,True
1343,Skinner Group,Tech,Mushin,23760603,304,True
1344,"Johnson, Lyons and Decker",Retail,Somolu,102581479,353,False
1345,Jackson Inc,Real Estate,Agege,426615562,299,True
1346,"Mejia, Rogers and Wheeler",Real Estate,Surulere,96704314,274,True
1347,Villa PLC,Real Estate,Shomolu,180984912,420,False
1348,"Allen, Jackson and Fox",Manufacturing,Somolu,429858365,77,True
1349,"Lowe, Fuentes and Ford",Tech,Kosofe,73130092,231,True
1350,Raymond-Cook,Finance,Amuwo-Odofin,451642191,358,False
1351,Hernandez Inc,Retail,Mushin,364624663,246,False
1352,Hawkins-French,Real Estate,Agege,381757936,126,False
1353,Goodman-Johnson,Manufacturing,Yaba,222644296,11,False
1354,Mendoza-Jensen,Retail,Oshodi-Isolo,110508540,102,True
1355,"Brewer, Duncan and Stone",Finance,Oshodi-Isolo,448325523,178,True
1356,Evans LLC,Tech,Shomolu,394371586,60,False
1357,Silva-Harvey,Tech,Agege,318284415,404,False
1358,Reid-Ramirez,Manufacturing,Mushin,164101752,448,False
1359,Ramirez and Sons,Retail,Shomolu,35867905,408,True
1360,Snyder-Harvey,Tech,Ikorodu,21252191,5,True
1361,Russell-Ramsey,Manufacturing,Apapa,478472094,350,False
1362,"Fuentes, Reyes and Baker",Manufacturing,Alimosho,477435722,75,False
1363,Nelson Inc,Tech,Lekki,243835179,159,True
1364,"Sparks, Brown and Ward",Real Estate,Apapa,199027935,176,False
1365,Vance-Johnson,Manufacturing,Alimosho,239783729,310,True
1366,Grimes-Berger,Manufacturing,Apapa,338879773,319,False
1367,Campbell Group,Tech,Ajah,485004766,420,True
1368,Hartman Ltd,Manufacturing,Oshodi-Isolo,421807903,284,False
1369,Casey Inc,Tech,Surulere,456833302,360,True
1370,Gomez-Knight,Real Estate,Apapa,39969127,203,False
1371,Harris-Campos,Manufacturing,Ajah,179618752,29,True
1372,Buckley LLC,Real Estate,Surulere,447905561,35,False
1373,Thomas and Sons,Manufacturing,Yaba,168447720,173,False
1374,"Jones, Ballard and Johnson",Real Estate,Badagry,328993465,267,True
1375,"Murphy, Burns and Hicks",Tech,Shomolu,16012313,403,True
1376,Williams Inc,Finance,Agege,245383128,63,False
1377,"Martin, Carroll and Hanna",Retail,Lekki,13547261,71,True
1378,Stokes and Sons,Real Estate,Shomolu,339649189,199,False
1379,Miller-Gibson,Manufacturing,Ifako-Ijaiye,127930124,159,False
1380,Smith LLC,Tech,Yaba,229704294,230,True
1381,"Caldwell, Hamilton and Johnson",Retail,Amuwo-Odofin,411580018,357,True
1382,Klein and Sons,Finance,Eti-Osa,328059038,480,True
1383,"Calderon, Richards and Mitchell",Finance,Alimosho,200186237,170,True
1384,"Chavez, Clay and Green",Real Estate,Victoria Island,370837070,61,True
1385,Myers-Smith,Real Estate,Alimosho,181748065,277,True
1386,Bartlett Group,Finance,Somolu,366338758,68,False
1387,Williams-Flynn,Real Estate,Epe,254023171,222,True
1388,"Douglas, Rios and Koch",Finance,Victoria Island,439603411,366,False
1389,Gilbert LLC,Tech,Yaba,255203463,269,False
1390,"Brown, Mccann and Ashley",Retail,Eti-Osa,183201681,200,True
1391,Miller-Hill,Real Estate,Ikeja,348002633,387,True
1392,Ross and Sons,Manufacturing,Agege,191211338,45,True
1393,"Shaw, Thompson and Wilson",Retail,Oshodi-Isolo,380271790,150,False
1394,"Navarro, Simpson and Curry",Finance,Eti-Osa,413752023,299,True
1395,Fisher-Adams,Real Estate,Victoria Island,346075418,209,True
1396,Bradley-Howe,Tech,Victoria Island,204287508,221,False
1397,Wilkins-Mayer,Manufacturing,Agege,417379817,301,True
1398,Murphy Ltd,Finance,Alimosho,277870521,103,False
1399,Gonzalez-Wright,Finance,Somolu,213663932,154,True
1400,"Daugherty, Williams and Curry",Retail,Somolu,482046133,472,False
1401,Todd-Burton,Real Estate,Alimosho,294034340,101,True
1402,Diaz-Holland,Real Estate,Ikeja,237498886,176,True
1403,Duncan-Gonzales,Finance,Mushin,238856027,254,False
1404,"Peterson, Gonzalez and Hall",Tech,Oshodi-Isolo,137315866,104,True
1405,Brown LLC,Retail,Amuwo-Odofin,80040160,465,False
1406,"Gallagher, King and Chapman",Tech,Ifako-Ijaiye,45759661,347,False
1407,"Stark, Johnson and Klein",Tech,Ikeja,101856994,115,False
1408,Russell-Neal,Manufacturing,Badagry,359648709,123,True
1409,"Peterson, Gonzales and Randall",Finance,Lekki,103857453,144,True
1410,"Martinez, York and Kaufman",Retail,Yaba,294621303,332,True
1411,Whitaker Group,Retail,Agege,15898681,12,False
1412,"Mclaughlin, Horn and Campbell",Real Estate,Surulere,19149128,229,False
1413,Smith-Wilson,Real Estate,Surulere,224257683,329,False
1414,"Harris, Hernandez and Morrow",Finance,Eti-Osa,319625173,11,False
1415,Lin Group,Retail,Ikeja,435898956,189,True
1416,Stein-Smith,Real Estate,Ikorodu,182621226,179,False
1417,"Wilcox, Ware and Coleman",Manufacturing,Lekki,115993733,34,True
1418,Lane-Henderson,Retail,Agege,249958012,120,False
1419,Sanchez-Miller,Real Estate,Ajah,40256908,238,True
1420,"Nguyen, Vasquez and Brown",Tech,Lekki,345374051,229,True
1421,"Arnold, Snyder and Maldonado",Manufacturing,Alimosho,114421427,484,True
1422,"Page, Wheeler and Palmer",Retail,Oshodi-Isolo,289848945,252,True
1423,"Anderson, Campbell and Key",Finance,Ajah,233863780,460,True
1424,Williams-Hart,Retail,Victoria Island,455413381,300,True
1425,Delacruz LLC,Real Estate,Epe,373027813,385,False
1426,Gonzales-Weaver,Finance,Badagry,158872503,403,True
1427,Reynolds and Sons,Tech,Lekki,426185654,290,True
1428,"Hernandez, Garrett and Perry",Tech,Badagry,479903844,84,True
1429,Guerrero PLC,Retail,Ikorodu,80630011,101,True
1430,Mckenzie-Barton,Real Estate,Alimosho,144483500,476,False
1431,Stevens-Bell,Manufacturing,Lekki,48208170,461,True
1432,Guerrero-King,Finance,Apapa,208968605,337,True
1433,"Alexander, Holder and Wilkerson",Tech,Somolu,176676717,26,True
1434,Rivera LLC,Finance,Eti-Osa,449366083,120,True
1435,Rodriguez LLC,Retail,Lekki,199182916,459,False
1436,"Shelton, Jacobs and Baker",Retail,Yaba,57606527,29,True
1437,Clark Inc,Tech,Ajah,58592689,335,False
1438,Hart-Johnson,Retail,Mushin,199544479,295,True
1439,"Smith, Kelly and Barnes",Real Estate,Ajah,204276975,474,True
1440,Stephenson Inc,Manufacturing,Surulere,306587186,109,True
1441,Benson-Clark,Retail,Yaba,283685748,276,False
1442,Powell and Sons,Finance,Mushin,79681562,172,False
1443,Bauer-Cardenas,Finance,Badagry,359405081,285,False
1444,Mcmahon-Logan,Finance,Mushin,159932861,298,True
1445,"Nguyen, Gaines and Singh",Tech,Kosofe,65561804,150,False
1446,Lang-Valdez,Retail,Badagry,150673887,66,False
1447,"Quinn, Giles and Church",Real Estate,Somolu,415579123,149,True
1448,Garrett and Sons,Manufacturing,Amuwo-Odofin,13466463,307,True
1449,"Wagner, Michael and Jones",Manufacturing,Badagry,415871626,304,True
1450,Pruitt Ltd,Retail,Lekki,62346245,235,True
1451,Nguyen-Cunningham,Retail,Yaba,437725129,412,False
1452,"Henry, Medina and Smith",Tech,Oshodi-Isolo,330824386,365,False
1453,Crawford LLC,Manufacturing,Amuwo-Odofin,32457222,446,True
1454,Friedman PLC,Manufacturing,Badagry,284810419,206,True
1455,Moreno Group,Finance,Apapa,213275244,295,True
1456,Harris-Cook,Tech,Ajah,187283393,495,False
1457,"Costa, Cruz and Williams",Real Estate,Kosofe,412152123,27,True
1458,Acevedo-Green,Tech,Ifako-Ijaiye,15442431,51,True
1459,"Browning, Larson and Stokes",Retail,Shomolu,465122938,480,True
1460,Bauer PLC,Manufacturing,Ikorodu,140179389,139,True
1461,"Hunter, Hall and Reyes",Retail,Amuwo-Odofin,110647536,105,False
1462,Fox-Brock,Finance,Alimosho,222915626,393,True
1463,"Contreras, Hernandez and Rogers",Finance,Ajah,436384654,92,False
1464,"Miller, Mullins and Small",Manufacturing,Yaba,399022911,40,True
1465,Johnson-Gray,Manufacturing,Somolu,230195861,67,False
1466,"Hernandez, Mills and Robertson",Retail,Victoria Island,102176099,419,False
1467,"Atkinson, Pham and Mcdonald",Manufacturing,Epe,145050500,180,False
1468,Williams Ltd,Retail,Surulere,304962941,208,True
1469,"Burke, Gill and Nguyen",Finance,Apapa,285231902,101,True
1470,Buckley-Wright,Tech,Eti-Osa,43376485,232,False
1471,"Holland, Goodwin and Jones",Real Estate,Ikorodu,134302708,104,False
1472,Rodgers Ltd,Tech,Ikorodu,6379238,203,True
1473,"Suarez, Baxter and Jones",Finance,Surulere,53446536,382,False
1474,Thompson Inc,Finance,Oshodi-Isolo,470279215,57,False
1475,Baker Ltd,Real Estate,Eti-Osa,311359919,229,False
1476,Kelly-Martinez,Tech,Surulere,5565159,57,False
1477,Hernandez-Miller,Finance,Alimosho,492468861,423,False
1478,Richardson Ltd,Finance,Shomolu,391354360,249,False
1479,"Miller, Williams and Carter",Manufacturing,Apapa,216340037,294,True
1480,"Thomas, Mclaughlin and Orr",Retail,Ikeja,350865233,49,True
1481,"Sanders, Scott and Malone",Finance,Alimosho,406077671,349,True
1482,"Morales, Gonzalez and Rodriguez",Manufacturing,Surulere,151131864,239,False
1483,Wells Inc,Retail,Yaba,240195803,461,True
1484,Greene-Young,Real Estate,Shomolu,109395666,172,False
1485,"Vang, Morse and Gomez",Real Estate,Epe,379962561,73,True
1486,"Lewis, Atkinson and Hancock",Finance,Agege,396817190,357,True
1487,"Patel, Scott and Morgan",Manufacturing,Kosofe,427522462,212,False
1488,"Mullins, Steele and Wise",Tech,Mushin,391906135,171,False
1489,Jordan-Gregory,Manufacturing,Somolu,483865102,395,True
1490,Chang and Sons,Real Estate,Badagry,215302668,353,False
1491,"Rojas, Wright and Schultz",Real Estate,Mushin,95986981,134,False
1492,Crawford Group,Manufacturing,Eti-Osa,393779166,262,False
1493,"Williams, Carpenter and Miller",Real Estate,Oshodi-Isolo,194187756,375,False
1494,"Casey, Olson and Hubbard",Manufacturing,Somolu,212047025,86,True
1495,"Johnson, Wood and Hernandez",Tech,Ikeja,179801007,480,True
1496,Wright-Friedman,Retail,Epe,51360911,96,True
1497,Rogers-Roberts,Retail,Badagry,239366437,115,False
1498,"Robinson, Wolf and Sharp",Retail,Eti-Osa,290403202,195,True
1499,Barton-Vance,Finance,Surulere,284755823,13,True
1500,Perry-Adams,Tech,Surulere,437911212,448,True
1501,Braun-Lopez,Tech,Surulere,15198311,195,False
1502,"Conway, Avila and Marquez",Tech,Epe,82512758,144,False
1503,Burch Group,Real Estate,Somolu,425269667,132,False
1504,"Murray, Phillips and Lucas",Finance,Somolu,271904386,348,True
1505,"Acevedo, Cisneros and Black",Finance,Surulere,492288574,83,False
1506,"Torres, Hernandez and Soto",Retail,Apapa,190858492,291,True
1507,"Fox, Olson and Gardner",Tech,Amuwo-Odofin,430694296,6,False
1508,Mcneil-Castillo,Tech,Kosofe,461718348,87,False
1509,Mahoney-Butler,Retail,Lekki,253537104,273,False
1510,Curtis-Vargas,Real Estate,Surulere,167123232,222,True
1511,Zimmerman Ltd,Manufacturing,Ikorodu,223798176,20,True
1512,"Gardner, Johnson and Thompson",Finance,Surulere,90099358,288,False
1513,"Lopez, May and Juarez",Tech,Lekki,458528958,106,True
1514,"Newton, Harding and Spence",Manufacturing,Yaba,117007436,492,False
1515,Robinson-Campbell,Real Estate,Yaba,92591477,113,False
1516,Vasquez-Meadows,Manufacturing,Epe,78158121,470,True
1517,Tran-Velasquez,Tech,Victoria Island,429022668,174,True
1518,Miller-Tucker,Finance,Victoria Island,278377979,239,False
1519,Nelson-Mitchell,Real Estate,Yaba,40762441,426,False
1520,Griffin-Taylor,Manufacturing,Eti-Osa,117321674,347,False
1521,"Garcia, Kane and Johnson",Tech,Eti-Osa,273745638,424,False
1522,"Miller, Palmer and Stephens",Tech,Ikorodu,184863737,174,True
1523,Thomas Ltd,Manufacturing,Ikorodu,451415839,213,False
1524,Carter LLC,Tech,Epe,55448808,297,True
1525,"Vasquez, Hickman and Callahan",Tech,Alimosho,251442078,228,False
1526,"Wright, Smith and Hanson",Retail,Amuwo-Odofin,455995453,289,False
1527,Chen Ltd,Tech,Victoria Island,15215735,329,True
1528,Young LLC,Retail,Ifako-Ijaiye,499362678,238,False
1529,Leblanc-Gibbs,Manufacturing,Alimosho,17748457,64,False
1530,Maxwell Inc,Manufacturing,Oshodi-Isolo,9202804,62,True
1531,Lee and Sons,Retail,Ifako-Ijaiye,133566515,234,False
1532,Lowe-Horton,Retail,Alimosho,380015487,451,False
1533,Strickland and Sons,Retail,Somolu,156731001,285,True
1534,"Peterson, Kirk and Bright",Tech,Somolu,225014940,376,False
1535,Morales PLC,Finance,Eti-Osa,70274988,334,False
1536,Shaffer-Sanchez,Tech,Oshodi-Isolo,430640918,57,True
1537,Bowman PLC,Real Estate,Shomolu,443148406,450,True
1538,Smith LLC,Tech,Alimosho,26167079,48,True
1539,Farmer-Gonzalez,Finance,Eti-Osa,7851375,148,True
1540,"Wells, Gilbert and Shields",Manufacturing,Shomolu,242504210,444,True
1541,Hall Ltd,Tech,Surulere,445682190,357,True
1542,Suarez-Nelson,Manufacturing,Amuwo-Odofin,175009455,411,True
1543,Perez Group,Finance,Apapa,277080670,328,True
1544,"Wade, Garcia and Herrera",Finance,Shomolu,317913086,488,False
1545,Jones Group,Real Estate,Ikeja,77958503,468,False
1546,Williams and Sons,Manufacturing,Lekki,56913145,481,True
1547,Richardson Group,Tech,Lekki,146162120,349,True
1548,Page-Abbott,Real Estate,Ifako-Ijaiye,6720375,183,True
1549,"Willis, Lyons and Davis",Finance,Mushin,67056575,135,False
1550,Powers-Black,Manufacturing,Somolu,205085378,279,True
1551,"Schneider, Olson and Hall",Real Estate,Surulere,394387683,241,False
1552,Munoz-Guzman,Real Estate,Badagry,395350734,47,True
1553,"Dillon, King and Johnson",Finance,Ajah,347200882,221,True
1554,Baker-David,Finance,Ajah,391094658,91,True
1555,"Coffey, Pruitt and Cole",Retail,Apapa,279703872,323,True
1556,Brown Ltd,Manufacturing,Agege,327210562,100,True
1557,"Greer, Gross and Hudson",Retail,Ikeja,375271185,316,True
1558,"Yates, Smith and Alvarez",Tech,Epe,187083711,237,True
1559,Stewart-Bauer,Retail,Oshodi-Isolo,135000802,150,True
1560,"Curry, King and Griffin",Tech,Ikorodu,168303817,244,True
1561,Hampton-Nelson,Finance,Epe,28796998,107,True
1562,"Rice, Douglas and Frederick",Manufacturing,Agege,360071676,463,False
1563,"Jones, Schultz and Rodriguez",Real Estate,Lekki,321478746,136,False
1564,Terry Ltd,Manufacturing,Epe,119249939,244,True
1565,Ellis PLC,Real Estate,Ajah,293523606,490,False
