id,owner_id,lga,property_type,estimated_value
4736,4736,Yaba,Residential,24742929.31
4737,4737,Agege,Residential,1299261.45
4738,4738,Victoria Island,Commercial,8760803.36
4739,4739,Surulere,Residential,14568595.18
4740,4740,Somolu,Residential,2175079.27
4741,4741,Badagry,Commercial,6583765.31
4742,4742,Kosofe,Commercial,5802186.77
4743,4743,Shomolu,Commercial,13897724.61
4744,4744,Amuwo-Odofin,Commercial,11270067.82
4745,4745,Kosofe,Residential,23920444.8
4746,4746,Ikorodu,Commercial,988661.86
4747,4747,Lekki,Commercial,19417341.08
4748,4748,Badagry,Commercial,8418320.81
4749,4749,Surulere,Commercial,34663353.42
4750,4750,Agege,Residential,5260034.12
4751,4751,Badagry,Commercial,15026307.08
4752,4752,Agege,Residential,821586.54
4753,4753,Lekki,Residential,35432080.12
4754,4754,Badagry,Commercial,4150911.12
4755,4755,Shomolu,Residential,17961220.42
4756,4756,Oshodi-Isolo,Commercial,8004209.58
4757,4757,Apapa,Commercial,6652051.63
4758,4758,Victoria Island,Commercial,48225211.21
4759,4759,Oshodi-Isolo,Residential,4345461.5
4760,4760,Somolu,Residential,5124999.32
4761,4761,Shomolu,Residential,6392985.84
4762,4762,Lekki,Residential,4292567.72
4763,4763,Badagry,Residential,12047805.64
4764,4764,Kosofe,Residential,12883885.71
4765,4765,Epe,Residential,10886649.41
4766,4766,Ajah,Commercial,622013.34
4767,4767,Shomolu,Residential,17166536.72
4768,4768,Ifako-Ijaiye,Residential,5998027.82
4769,4769,Alimosho,Commercial,12706697.75
4770,4770,Victoria Island,Residential,35705033.52
4771,4771,Ikeja,Commercial,26860231.3
4772,4772,Lekki,Residential,34309810.29
4773,4773,Epe,Residential,2717477.55
4774,4774,Kosofe,Commercial,16613229.52
4775,4775,Yaba,Residential,26008108.63
4776,4776,Eti-Osa,Commercial,48185896.5
4777,4777,Kosofe,Residential,6397920.18
4778,4778,Badagry,Residential,4211845.83
4779,4779,Mushin,Commercial,4216077.12
4780,4780,Badagry,Commercial,6068272.69
4781,4781,Mushin,Commercial,8511550.03
4782,4782,Amuwo-Odofin,Residential,14757761.52
4783,4783,Apapa,Commercial,1721292.35
4784,4784,Ikeja,Commercial,6309963.52
4785,4785,Victoria Island,Commercial,59665768.01
4786,4786,Badagry,Residential,8996645.88
4787,4787,Alimosho,Commercial,7649762.39
4788,4788,Ifako-Ijaiye,Residential,14937147.95
4789,4789,Amuwo-Odofin,Commercial,16952815.86
4790,4790,Mushin,Residential,24640482.61
4791,4791,Surulere,Commercial,5079893.24
4792,4792,Yaba,Commercial,18696624.1
4793,4793,Kosofe,Residential,918366.73
4794,4794,Badagry,Commercial,17956673.44
4795,4795,Agege,Commercial,4026896.65
4796,4796,Agege,Residential,6549534.11
4797,4797,Ikorodu,Residential,2988116.57
4798,4798,Somolu,Commercial,1398038.15
4799,4799,Kosofe,Residential,14810088.44
4800,4800,Eti-Osa,Residential,7582599.51
4801,4801,Victoria Island,Commercial,11120010.51
4802,4802,Shomolu,Commercial,2404847.66
4803,4803,Somolu,Residential,26649739.11
4804,4804,Lekki,Commercial,15883910.3
4805,4805,Victoria Island,Residential,35384534.58
4806,4806,Epe,Commercial,22149720.95
4807,4807,Kosofe,Commercial,22952109.37
4808,4808,Lekki,Commercial,51700632.83
4809,4809,Alimosho,Commercial,7548294.99
4810,4810,Surulere,Commercial,3445423.38
4811,4811,Ikeja,Residential,21842667.61
4812,4812,Oshodi-Isolo,Commercial,18305438.63
4813,4813,Epe,Commercial,15720422.94
4814,4814,Surulere,Commercial,11429650.37
4815,4815,Apapa,Residential,5253929.95
4816,4816,Shomolu,Commercial,27019169.17
4817,4817,Ajah,Commercial,7147678.43
4818,4818,Epe,Residential,1326029.19
4819,4819,Kosofe,Residential,4006616.36
4820,4820,Mushin,Commercial,9305643.78
4821,4821,Ifako-Ijaiye,Residential,2889429.25
4822,4822,Epe,Commercial,7971053.59
4823,4823,Victoria Island,Residential,50538980.63
4824,4824,Alimosho,Residential,783923.77
4825,4825,Oshodi-Isolo,Commercial,17073821.07
4826,4826,Mushin,Residential,25015443.94
4827,4827,Amuwo-Odofin,Commercial,5059267.51
4828,4828,Ajah,Residential,13360232.98
4829,4829,Ikeja,Commercial,20913327.37
4830,4830,Agege,Residential,3474199.74
4831,4831,Alimosho,Commercial,1950158.68
4832,4832,Alimosho,Residential,15240211.06
4833,4833,Kosofe,Commercial,3683396.36
4834,4834,Kosofe,Commercial,11852832.39
4835,4835,Ajah,Residential,22793079.27
4836,4836,Apapa,Residential,15811449.16
4837,4837,Badagry,Residential,11506692.97
4838,4838,Victoria Island,Commercial,6133325.56
4839,4839,Badagry,Commercial,7577546.72
4840,4840,Epe,Residential,2182343.29
4841,4841,Apapa,Residential,6942229.2
4842,4842,Ajah,Residential,27826980.45
4843,4843,Shomolu,Residential,9792128.4
4844,4844,Amuwo-Odofin,Commercial,15314821.3
4845,4845,Lekki,Commercial,24601573.62
4846,4846,Surulere,Residential,8394451.54
4847,4847,Oshodi-Isolo,Residential,8122911.4
4848,4848,Surulere,Residential,16688608.31
4849,4849,Amuwo-Odofin,Residential,6960952.65
4850,4850,Ikorodu,Commercial,5475901.74
4851,4851,Kosofe,Commercial,11705197.66
4852,4852,Ifako-Ijaiye,Commercial,10159586.25
4853,4853,Somolu,Residential,18771544.46
4854,4854,Mushin,Residential,5527630.28
4855,4855,Surulere,Commercial,2668338.94
4856,4856,Kosofe,Commercial,17343556.94
4857,4857,Surulere,Commercial,3886408.33
4858,4858,Amuwo-Odofin,Commercial,8525324.0
4859,4859,Ifako-Ijaiye,Residential,9751957.58
4860,4860,Apapa,Commercial,9266543.97
4861,4861,Eti-Osa,Commercial,12043255.64
4862,4862,Somolu,Residential,9131987.21
4863,4863,Ikeja,Commercial,45191933.45
4864,4864,Apapa,Residential,13206851.54
4865,4865,Mushin,Residential,4589130.26
4866,4866,Ifako-Ijaiye,Residential,10459335.45
4867,4867,Eti-Osa,Commercial,9520523.51
4868,4868,Shomolu,Residential,11251620.97
4869,4869,Eti-Osa,Commercial,20784379.77
4870,4870,Badagry,Residential,16801571.72
4871,4871,Kosofe,Residential,14961171.17
4872,4872,Somolu,Commercial,13721663.1
4873,4873,Yaba,Residential,33187873.4
4874,4874,Agege,Commercial,3270739.39
4875,4875,Epe,Residential,2220100.65
4876,4876,Surulere,Commercial,35915461.55
4877,4877,Amuwo-Odofin,Residential,5410282.42
4878,4878,Kosofe,Commercial,9110951.28
4879,4879,Ajah,Commercial,1618247.19
4880,4880,Apapa,Commercial,7082923.64
4881,4881,Surulere,Residential,19632343.84
4882,4882,Badagry,Residential,8574376.85
4883,4883,Yaba,Residential,33212333.24
4884,4884,Badagry,Residential,12525066.91
4885,4885,Badagry,Commercial,11630837.36
4886,4886,Surulere,Residential,18137454.78
4887,4887,Ikeja,Residential,9672346.12
4888,4888,Agege,Residential,1415007.72
4889,4889,Shomolu,Commercial,21309739.86
4890,4890,Lekki,Residential,40275902.8
4891,4891,Eti-Osa,Commercial,24219916.47
4892,4892,Yaba,Commercial,18688127.35
4893,4893,Somolu,Residential,14454195.57
4894,4894,Somolu,Residential,3489901.45
4895,4895,Apapa,Commercial,12228976.73
4896,4896,Ikorodu,Residential,2493930.46
4897,4897,Amuwo-Odofin,Residential,17565300.63
4898,4898,Ajah,Commercial,25174212.52
4899,4899,Lekki,Commercial,59065975.57
4900,4900,Epe,Commercial,4109323.49
4901,4901,Alimosho,Commercial,12540416.9
4902,4902,Mushin,Residential,9653970.03
4903,4903,Ikorodu,Residential,4512970.46
4904,4904,Ifako-Ijaiye,Commercial,10735704.03
4905,4905,Ikeja,Commercial,39233034.73
4906,4906,Ikorodu,Commercial,3594000.56
4907,4907,Ifako-Ijaiye,Residential,9384258.9
4908,4908,Somolu,Commercial,16038233.9
4909,4909,Epe,Residential,23798762.5
4910,4910,Agege,Residential,4133360.17
4911,4911,Yaba,Commercial,8998828.49
4912,4912,Ikorodu,Commercial,12450048.07
4913,4913,Somolu,Residential,9051134.59
4914,4914,Surulere,Commercial,13695320.68
4915,4915,Badagry,Commercial,9941479.92
4916,4916,Lekki,Commercial,62178884.02
4917,4917,Kosofe,Commercial,4008985.66
4918,4918,Ajah,Commercial,7094708.84
4919,4919,Somolu,Commercial,1454823.73
4920,4920,Ajah,Commercial,2562282.06
4921,4921,Epe,Commercial,3735826.59
4922,4922,Surulere,Commercial,13186761.17
4923,4923,Oshodi-Isolo,Commercial,6535496.14
4924,4924,Epe,Residential,10577764.98
4925,4925,Kosofe,Commercial,6555673.04
4926,4926,Surulere,Residential,26095594.55
4927,4927,Ikeja,Commercial,11518455.7
4928,4928,Ikeja,Commercial,26486188.56
4929,4929,Amuwo-Odofin,Commercial,11120092.81
4930,4930,Shomolu,Residential,3951452.59
4931,4931,Badagry,Commercial,19746701.07
4932,4932,Yaba,Commercial,29446307.19
4933,4933,Epe,Commercial,7276431.96
4934,4934,Victoria Island,Residential,29673291.65
4935,4935,Ikorodu,Commercial,9802829.44
4936,4936,Eti-Osa,Residential,35699447.75
4937,4937,Oshodi-Isolo,Commercial,5400030.67
4938,4938,Yaba,Commercial,1575541.5
4939,4939,Agege,Commercial,8379394.78
4940,4940,Yaba,Residential,37729865.52
4941,4941,Yaba,Commercial,15566077.67
4942,4942,Badagry,Residential,16874955.62
4943,4943,Lekki,Residential,18940541.48
4944,4944,Eti-Osa,Residential,14248931.46
4945,4945,Yaba,Commercial,25014100.46
4946,4946,Ikorodu,Residential,9211292.25
4947,4947,Agege,Commercial,5853828.88
4948,4948,Apapa,Commercial,24538843.18
4949,4949,Mushin,Commercial,20677858.97
4950,4950,Victoria Island,Commercial,8786518.9
4951,4951,Apapa,Commercial,3962533.51
4952,4952,Apapa,Commercial,3224999.17
4953,4953,Alimosho,Commercial,1660623.45
4954,4954,Apapa,Residential,3243275.94
4955,4955,Epe,Residential,3933710.35
4956,4956,Kosofe,Commercial,18622341.98
4957,4957,Ajah,Residential,7677717.17
4958,4958,Ajah,Commercial,4782557.25
4959,4959,Kosofe,Commercial,9711976.55
4960,4960,Ajah,Residential,12309338.11
4961,4961,Amuwo-Odofin,Residential,5992485.63
4962,4962,Epe,Residential,2093098.42
4963,4963,Ajah,Commercial,3235557.82
4964,4964,Apapa,Commercial,24018825.36
4965,4965,Kosofe,Commercial,8993948.75
4966,4966,Victoria Island,Commercial,37063995.53
4967,4967,Ifako-Ijaiye,Residential,4494738.75
4968,4968,Apapa,Residential,5929374.09
4969,4969,Lekki,Commercial,40359154.43
4970,4970,Eti-Osa,Residential,2036912.59
4971,4971,Mushin,Commercial,15422684.21
4972,4972,Alimosho,Residential,10681482.2
4973,4973,Yaba,Commercial,24576008.44
4974,4974,Kosofe,Residential,15753485.42
4975,4975,Amuwo-Odofin,Residential,2801594.2
4976,4976,Somolu,Residential,21017722.37
4977,4977,Apapa,Commercial,11315341.3
4978,4978,Ikeja,Commercial,20256151.45
4979,4979,Ikorodu,Commercial,14494823.11
4980,4980,Yaba,Commercial,4793872.0
4981,4981,Yaba,Commercial,15613267.95
4982,4982,Ajah,Residential,6961277.12
4983,4983,Ikorodu,Residential,11714722.49
4984,4984,Victoria Island,Commercial,32775477.56
4985,4985,Yaba,Residential,12498842.78
4986,4986,Ifako-Ijaiye,Commercial,4935708.21
4987,4987,Badagry,Residential,6840312.61
4988,4988,Eti-Osa,Residential,9535471.89
4989,4989,Ajah,Commercial,6529079.48
4990,4990,Mushin,Commercial,4154771.18
4991,4991,Epe,Commercial,9704585.68
4992,4992,Surulere,Commercial,11799549.47
4993,4993,Epe,Commercial,14637857.04
4994,4994,Ajah,Residential,19044304.89
4995,4995,Shomolu,Commercial,18554145.95
4996,4996,Ikeja,Residential,2182938.5
4997,4997,Kosofe,Commercial,10405777.44
4998,4998,Oshodi-Isolo,Commercial,1626027.62
4999,4999,Mushin,Residential,19192194.79
5000,5000,Surulere,Commercial,1964612.51
5001,5001,Agege,Commercial,13184850.25
5002,5002,Somolu,Commercial,22365609.24
5003,5003,Badagry,Residential,14222783.07
5004,5004,Eti-Osa,Commercial,44728640.84
5005,5005,Shomolu,Commercial,5666691.36
5006,5006,Victoria Island,Commercial,32824182.69
5007,5007,Badagry,Residential,17463605.64
5008,5008,Epe,Commercial,10671464.04
5009,5009,Kosofe,Residential,13408785.49
5010,5010,Agege,Commercial,5690606.4
5011,5011,Ajah,Commercial,6028071.75
5012,5012,Somolu,Residential,9089335.03
5013,5013,Badagry,Commercial,4793105.61
5014,5014,Agege,Commercial,10535263.11
5015,5015,Apapa,Commercial,8506655.35
5016,5016,Shomolu,Commercial,25895697.89
5017,5017,Somolu,Commercial,15668025.95
5018,5018,Epe,Residential,6526672.93
5019,5019,Surulere,Residential,6457295.02
5020,5020,Surulere,Residential,19931101.19
5021,5021,Shomolu,Commercial,8919526.69
5022,5022,Badagry,Residential,11118551.2
5023,5023,Lekki,Residential,26361360.36
5024,5024,Yaba,Residential,9545486.46
5025,5025,Somolu,Commercial,783714.34
5026,5026,Surulere,Residential,20247610.23
5027,5027,Epe,Residential,15677869.64
5028,5028,Amuwo-Odofin,Commercial,19600833.64
5029,5029,Apapa,Commercial,6258808.77
5030,5030,Mushin,Residential,12953306.52
5031,5031,Somolu,Residential,2562915.76
5032,5032,Apapa,Commercial,12985094.09
5033,5033,Ikeja,Residential,27959246.87
5034,5034,Lekki,Residential,4169934.33
5035,5035,Ajah,Residential,26580676.91
5036,5036,Amuwo-Odofin,Commercial,10607477.11
5037,5037,Ajah,Commercial,16090056.6
5038,5038,Somolu,Residential,12043193.18
5039,5039,Agege,Commercial,4616130.73
5040,5040,Somolu,Commercial,6623582.75
5041,5041,Yaba,Residential,5632377.68
5042,5042,Mushin,Residential,6459841.76
5043,5043,Lekki,Residential,41775316.9
5044,5044,Amuwo-Odofin,Residential,24128602.26
5045,5045,Ikeja,Commercial,18152679.87
5046,5046,Ikorodu,Residential,10042656.7
5047,5047,Alimosho,Commercial,4067450.63
5048,5048,Apapa,Residential,17949888.04
5049,5049,Amuwo-Odofin,Residential,9898667.56
5050,5050,Shomolu,Commercial,5474563.96
5051,5051,Ifako-Ijaiye,Commercial,18124213.91
5052,5052,Lekki,Residential,8591258.15
5053,5053,Surulere,Commercial,6594726.29
5054,5054,Ifako-Ijaiye,Residential,11449432.44
5055,5055,Alimosho,Residential,10207120.79
5056,5056,Somolu,Residential,24361283.54
5057,5057,Mushin,Commercial,2790582.54
5058,5058,Amuwo-Odofin,Commercial,4733404.05
5059,5059,Ifako-Ijaiye,Commercial,6200899.0
5060,5060,Amuwo-Odofin,Residential,15908145.92
5061,5061,Shomolu,Commercial,8954892.2
5062,5062,Ikeja,Commercial,12055559.59
5063,5063,Shomolu,Commercial,8010070.05
5064,5064,Ikeja,Commercial,15901382.59
5065,5065,Ajah,Residential,10825389.09
5066,5066,Amuwo-Odofin,Commercial,18999523.12
5067,5067,Ajah,Residential,9022199.98
5068,5068,Shomolu,Residential,10522499.4
5069,5069,Alimosho,Residential,12015966.66
5070,5070,Amuwo-Odofin,Commercial,9025287.89
5071,5071,Oshodi-Isolo,Commercial,20766100.22
5072,5072,Shomolu,Residential,14905378.02
5073,5073,Agege,Commercial,8692954.93
5074,5074,Ajah,Commercial,3370351.34
5075,5075,Surulere,Residential,14236807.79
5076,5076,Ikorodu,Residential,16720753.46
5077,5077,Eti-Osa,Commercial,19570387.31
5078,5078,Lekki,Residential,52400330.35
5079,5079,Lekki,Residential,27552795.56
5080,5080,Ifako-Ijaiye,Residential,19138525.1
5081,5081,Surulere,Residential,17144645.68
5082,5082,Oshodi-Isolo,Commercial,8519500.46
5083,5083,Ifako-Ijaiye,Commercial,3882399.54
5084,5084,Eti-Osa,Commercial,28690845.71
5085,5085,Epe,Commercial,24734038.06
5086,5086,Lekki,Commercial,40886157.23
5087,5087,Ifako-Ijaiye,Residential,9767800.27
5088,5088,Eti-Osa,Residential,2684034.04
5089,5089,Ikorodu,Residential,11131334.4
5090,5090,Lekki,Commercial,21424485.0
5091,5091,Badagry,Residential,7577488.42
5092,5092,Victoria Island,Commercial,40104447.5
5093,5093,Ikorodu,Residential,4040622.01
5094,5094,Amuwo-Odofin,Residential,3392205.6
5095,5095,Epe,Residential,28191222.51
5096,5096,Ikeja,Commercial,14201520.43
5097,5097,Shomolu,Commercial,16245121.08
5098,5098,Lekki,Commercial,20362719.54
5099,5099,Shomolu,Residential,11664061.94
5100,5100,Ikorodu,Residential,1443603.36
5101,5101,Badagry,Commercial,4799296.56
5102,5102,Ikorodu,Commercial,5310306.1
5103,5103,Ajah,Commercial,23945120.62
5104,5104,Mushin,Commercial,19921328.89
5105,5105,Agege,Residential,9956094.05
5106,5106,Lekki,Commercial,66831770.15
5107,5107,Lekki,Residential,13436099.42
5108,5108,Yaba,Residential,15597853.04
5109,5109,Shomolu,Commercial,7606854.71
5110,5110,Somolu,Residential,10551578.11
5111,5111,Kosofe,Commercial,24426129.82
5112,5112,Yaba,Residential,19788995.01
5113,5113,Eti-Osa,Residential,6961050.24
5114,5114,Shomolu,Commercial,8051709.43
5115,5115,Mushin,Residential,14250454.98
5116,5116,Somolu,Residential,13225674.11
5117,5117,Ikeja,Residential,3310865.88
5118,5118,Victoria Island,Residential,7364981.94
5119,5119,Surulere,Commercial,20379262.2
5120,5120,Ikeja,Residential,11908530.03
5121,5121,Lekki,Commercial,28070408.92
5122,5122,Kosofe,Commercial,18829534.67
5123,5123,Oshodi-Isolo,Commercial,6797712.94
5124,5124,Alimosho,Residential,4570468.77
5125,5125,Oshodi-Isolo,Residential,10452950.88
5126,5126,Surulere,Commercial,25005056.18
5127,5127,Ikorodu,Residential,10735938.42
5128,5128,Somolu,Residential,1532228.45
5129,5129,Alimosho,Residential,14742875.21
5130,5130,Eti-Osa,Commercial,22317489.7
5131,5131,Somolu,Residential,19306667.62
5132,5132,Badagry,Residential,25214149.51
5133,5133,Eti-Osa,Commercial,9763117.45
5134,5134,Victoria Island,Commercial,29572644.59
5135,5135,Oshodi-Isolo,Residential,5654338.16
5136,5136,Kosofe,Commercial,25405782.83
5137,5137,Badagry,Commercial,16837566.62
5138,5138,Amuwo-Odofin,Commercial,20508253.15
5139,5139,Eti-Osa,Commercial,17128671.44
5140,5140,Yaba,Commercial,4582730.68
5141,5141,Kosofe,Commercial,5922756.12
5142,5142,Oshodi-Isolo,Residential,16064423.2
5143,5143,Eti-Osa,Residential,5943238.18
5144,5144,Ikeja,Commercial,5241547.01
5145,5145,Eti-Osa,Commercial,6719817.37
5146,5146,Shomolu,Commercial,10939671.7
5147,5147,Somolu,Residential,2576277.1
5148,5148,Kosofe,Residential,10508117.75
5149,5149,Ajah,Residential,17139361.17
5150,5150,Mushin,Commercial,15505127.37
5151,5151,Ifako-Ijaiye,Residential,20745970.7
5152,5152,Victoria Island,Commercial,26897238.35
5153,5153,Epe,Residential,13932854.41
5154,5154,Ajah,Residential,7112267.16
5155,5155,Amuwo-Odofin,Commercial,2170736.6
5156,5156,Yaba,Commercial,14409678.95
5157,5157,Oshodi-Isolo,Commercial,7958021.69
5158,5158,Amuwo-Odofin,Commercial,3304755.31
5159,5159,Mushin,Commercial,6077343.32
5160,5160,Ikeja,Commercial,20844541.47
5161,5161,Mushin,Residential,18589600.4
5162,5162,Epe,Commercial,20475332.14
5163,5163,Yaba,Residential,11015732.0
5164,5164,Badagry,Residential,11737296.78
5165,5165,Victoria Island,Commercial,30283643.15
5166,5166,Kosofe,Commercial,2475849.19
5167,5167,Badagry,Commercial,14104223.85
5168,5168,Mushin,Residential,6985523.99
5169,5169,Alimosho,Residential,7679827.6
5170,5170,Alimosho,Commercial,11785802.2
5171,5171,Epe,Residential,1354311.44
5172,5172,Eti-Osa,Commercial,11417501.79
5173,5173,Epe,Residential,3762698.54
5174,5174,Ikeja,Residential,20431030.13
5175,5175,Somolu,Residential,4081007.25
5176,5176,Agege,Residential,1879761.38
5177,5177,Ikeja,Residential,33189991.14
5178,5178,Amuwo-Odofin,Residential,2772197.29
5179,5179,Victoria Island,Commercial,4936877.91
5180,5180,Ajah,Residential,13349924.61
5181,5181,Victoria Island,Residential,40968141.31
5182,5182,Lekki,Commercial,17219191.77
5183,5183,Oshodi-Isolo,Commercial,2021388.46
5184,5184,Apapa,Residential,2142950.87
5185,5185,Eti-Osa,Commercial,6744616.23
5186,5186,Kosofe,Commercial,1879320.65
5187,5187,Ifako-Ijaiye,Commercial,22538094.7
5188,5188,Oshodi-Isolo,Residential,11348916.21
5189,5189,Amuwo-Odofin,Commercial,17871739.85
5190,5190,Apapa,Residential,20173518.41
5191,5191,Mushin,Residential,14981121.68
5192,5192,Agege,Residential,2006250.23
5193,5193,Epe,Residential,6321665.31
5194,5194,Surulere,Commercial,11172769.5
5195,5195,Ikeja,Commercial,18047865.72
5196,5196,Epe,Residential,1308159.26
5197,5197,Yaba,Residential,20264376.03
5198,5198,Ajah,Residential,6737069.46
5199,5199,Amuwo-Odofin,Commercial,19183674.18
5200,5200,Amuwo-Odofin,Residential,10103131.96
5201,5201,Shomolu,Residential,5230457.36
5202,5202,Ikorodu,Residential,4100388.61
5203,5203,Agege,Residential,6930596.28
5204,5204,Ifako-Ijaiye,Residential,1976991.42
5205,5205,Ajah,Residential,7664889.93
5206,5206,Ajah,Commercial,12060382.72
5207,5207,Oshodi-Isolo,Commercial,12422100.07
5208,5208,Ikeja,Residential,25886615.53
5209,5209,Eti-Osa,Commercial,9370455.05
5210,5210,Yaba,Commercial,14051420.71
5211,5211,Oshodi-Isolo,Commercial,14663606.04
5212,5212,Victoria Island,Commercial,25314331.48
5213,5213,Ikeja,Residential,21862306.08
5214,5214,Alimosho,Residential,9519624.28
5215,5215,Amuwo-Odofin,Commercial,14135474.51
5216,5216,Amuwo-Odofin,Residential,10886461.8
5217,5217,Lekki,Commercial,14869652.7
5218,5218,Ikeja,Residential,22716223.58
5219,5219,Shomolu,Commercial,12509002.91
5220,5220,Oshodi-Isolo,Residential,2016290.12
5221,5221,Eti-Osa,Residential,44160568.5
5222,5222,Apapa,Residential,14532413.22
5223,5223,Surulere,Residential,19943458.64
5224,5224,Ikorodu,Residential,1452270.05
5225,5225,Surulere,Commercial,27754696.57
